id,source,split,topic,question,short_answer,evidence,options,correct_answer
casimedicos_172_50,CasiMedicos,train,PNEUMOLOGY,"Caso clinico: Un paciente con EPOC grave acude agudizado a Urgencias y presenta una gasometría arterial extraída con Fi02 del 31% a nivel del mar con una Pa02 de 86 mm Hg, PaC02 65 mm Hg, pH 7.13 y Bicarbonato 27 mmol/litro. ¿Cuál de las siguientes afirmaciones es FALSA?",El paciente está hiperventilando.,"La gasometría demuestra una acidosis respiratoria aguda, por incremento en la PCO2 de poco tiempo de evolución dado que el riñón aun no ha tenido tiempo de retener bicarbonatos (cifra de bicarbonato en limite alto de la normalidad). El paciente no esta hiperventilando sino hipoventilando dado que la PCO2 esta elevada. El gradiente alvéolo arterial de oxigeno esta alterado dado que el paciente presenta una PaO2 normal, pero porque esta con una FiO2 alta. Si estuviera sin oxigeno, estaría hipoxémico. La acidosis respiratoria por debajo de 7.20 es un motivo para considerar la ventilación mecánica no invasiva de forma aguda y en principio temporal en un paciente con EPOC grave.","{'1': 'El paciente está hiperventilando.', '2': 'El gradiente alveolo arterial de oxígeno está elevado.', '3': 'El paciente está en acidosis respiratoria.', '4': 'El nivel de bicarbonato es normal.', '5': 'Se debería considerar iniciar ventilación mecánica.'}",1
casimedicos_83_48,CasiMedicos,train,CARDIOLOGY AND VASCULAR SURGERY,"¿Qué intervención terapéutica consideraría en un paciente de 67 años con miocardiopatía dilatada idiopática, bloqueo de rama izquierda, fracción de eyección del ventrículo izquierdo de 26%, insuficiencia mitral grado II-III/IV, sometido a tratamiento con furosemida, espironolactona, enalapril y bisoprolol y que se mantiene en clase funcional III de la NYHA?",Implante de un sistema de resincronización cardiaca.,"Nos están hablando de un paciente con una insuficiencia cardiaca con disfunción VI severa (FE < 35%), BRIHH (QRS ancho), que sigue un tto. médico óptimo y que se mantiene en clase funcional avanzada a pesar de ello. La revascularización coronaria no parece que vaya a aportar mucho en este paciente en este momento. El reemplazo valvular mitral tampoco, primero porque lo más probable es que la insuficiencia mitral sea a consecuencia de la dilatación del anillo mitral, y segundo porque necesitaríamos de una valoración ecocardiográfica de dicha válvula para saber si presenta alguna alteración. El implante del balón de contrapulsación intraaórtico no estaría indicado en este paciente (se utiliza en situaciones de shock cardiogénico, en complicaciones mecánicas post-IAM, como puente al Tx cardiaco…). El dispositivo de asistencia ventricular tampoco estaría indicado en este paciente. Lo que verdaderamente le beneficiaría de todas las respuestas es la 5, el dispositivo de resincronización. Al conseguir una estimulación simultánea de ambos ventrículos, se consigue una sinergia mecánica que mejora la función cardiaca. Las indicaciones de aplicación de una TRC (terapia de resincronización cardiaca) son precisamente las comentadas al principio: Disfunción ventricular severa, asincronía demostrada por la presencia de QRS ancho en el ECG (habitualmente por un BRIHH) y clase funcional avanzada (III-IV) a pesar de un tto. médico óptimo.","{'1': 'Revascularización coronaria quirúrgica.', '2': 'Reemplazo valvular mitral.', '3': 'Implante de un balón aórtico de contrapulsación.', '4': 'Implante de un dispositivo de asistencia ventricular.', '5': 'Implante de un sistema de resincronización cardiaca.'}",5
casimedicos_141_135,CasiMedicos,train,PEDIATRICS,"Caso clinico: Niño de 2 años, en sus antecedentes personales destacan: 3 episodios de otitis media aguda, 1 meningitis meningocócica y 2 neumonías (una de lóbulo medio y otra de lóbulo superior izquierdo). Ha ingresado en 3 ocasiones por púrpura trombopénica (en tres ocasiones los anticuerpos antiplaquetas fueron negativos y en la médula ósea se observaban megacariocitos normales). Varios varones de la familia materna habían fallecido en la infancia por presentar procesos infecciosos. En la exploración presenta lesiones típicas de dermatitis atópica. En el estudio inmunológico destaca una leve disminución de subpoblaciones de linfocitos T; elevación de IgA e IgE; disminución de IgM e IgG en el límite inferior de la normalidad. ¿Cuál es el diagnóstico más probable?",Síndrome de Wiskott-Aldrich.,"La respuesta correcta es la 1. El síndrome de Wiskott-Aldrich asocia inmunodeficiencia, trombopenia y dermatitis atópica con el estudio inmunológico descrito en el enunciado.","{'1': 'Síndrome de Wiskott-Aldrich.', '2': 'Síndrome de hiperIgE.', '3': 'Hipogammaglobulinemia transitoria de la infancia.', '4': 'Inmunodeficiencia combinada severa asociada al X.', '5': 'Inmunodeficiencia variable común.'}",1
casimedicos_317_139,CasiMedicos,train,RHEUMATOLOGY,"Caso clinico: Mujer de 70 años con antecedente de anorexia, pérdida de peso, molestias en la musculatura y articulaciones proximales más dolorimiento en la región temporo-mandibular que acude al servicio de urgencias por pérdida de visión unilaterai (movimiento de manos), de aparición brusca e indolora (defecto pupilar aferente). ¿Qué prueba solicitaría en primer lugar con fines diagnósticos?",Proteína C Reactiva.,"Es posiblemente una arteritis de la temporal, basta con el cuadro clínico y una analítica con aumento de reactantes para confirmar la sospecha. Después habría que hacer una valoración ocular para descartar NOIA, instaurar tratamiento urgente (si hay NOIA 3 bolos de metilprednisolona 1 gr, si no la hay prednisona mg/kg) y valorar biopsiar.","{'1': 'Punción lumbar.', '2': 'Proteína C Reactiva.', '3': 'Angio Resonancia Magnética.', '4': 'Ecografía carotídea.', '5': 'nan'}",2
casimedicos_110_152,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Paciente de 76 años, paridad 3-0-3-1, con menopausia a los 52 años. Relata que desde hace almenos 4-5 años presenta prurito vulvar de intensidad variable que ha sido tratado algunes veces con automedicación y otras por indicación de su medico generalista con Preparados tópicos (cremas y lavados). El prurito ha evolucionado así con intermitencias pero desde hace 3-4 meses nota además una pequeña tumoración en el labio mayor iquierdo de la vulva y de la que se producen pérdidas serohemáticas al roce desde hace algunos días; por ello consulta al ginecólogo. Al interrogatorio refiere disúria ocasional y el estado general es bueno. ¿Cuál es el diagnóstico más probable en esta paciente?",Carcinoma vulvar escamoso.,"La respuesta correcta es la 5. El carcinoma vulvar se caracteriza por prurito vulvar crónico resistente a múltiples tratamientos, aparición de tumoración o ulceración, disuria y tenesmo vesical, y tardíamente dolor y hemorragia.","{'1': 'Herpes genital.', '2': 'Enfermedad de Paget de la vulva.', '3': 'Carúncula uretral.', '4': 'Granuloma crónico de la vulva.', '5': 'Carcinoma vulvar escamoso.'}",5
casimedicos_419_77,CasiMedicos,train,GENERAL SURGERY,"Caso clinico: Mujer de 80 años que acude urgencias con dolor abdominal de inicio en epigastrio e irradiado posteriormente a fosa iliaca izquierda. Se acompaña de fiebre de 37,5ºC, Se le realiza una TC abdominal, objetivando inflamación en las paredes del sigma y absceso mesenterico de 2 cm. CORRECT ANSWER: 1",lngreso en planta con dieta absoluta y tratamiento antibiótico de amplio espectro.,"En esta pregunta nos presentan un cuadro clínico cuyas manifestaciones son compatibles con una diverticulitis aguda, ya preguntada en numerosas ocasiones anteriormente. Se expone un caso de diverticulitis aguda complicada con absceso mesentérico de pequeño tamaño (< 2-3 cm). Los abscesos deben ser drenados mediente punción percutánea guiada por TC, ya que el abordaje intraabdominal puede propagar el contenido hacia la cavidad abdominal. Sin embargo, en abscesos pequeños con divertciulitis Hinchey grado I, en pacientes sin gran deterioro del estado general como en el caso propuesto, se pueden manejar mediante tratamiento conservador con antiobioticoterapia vía intravenosa y dieta absoluta, por lo tanto la opción correcta es la 1. El abordaje quirúrgico urgente se debe reservar para casos que presentan peritonitis (grado III, IV) mediante resección del segmento afecto y anastomosis primaria en pacientes estables o llevar a cabo intervención de Hartamn que incluye resección con colostomía terminal y cierre muñon rectal distal realizando anastomosis en un segundo tiempo quirúrgico.","{'1': 'lngreso en planta con dieta absoluta y tratamiento antibiótico de amplio espectro.', '2': 'Colostomia de descarga.', '3': 'Drenaje mediante cirugía laparoscópica.', '4': 'Cirugía urgente con sigmoidectomía y anastomosis colorrectal.', '5': 'nan'}",1
casimedicos_37_227,CasiMedicos,train,OPHTHALMOLOGY,"Caso clinico: Una mujer de 78 años consulta por pérdida de visión aguda del ojo izquierdo. En las últimas 3 semanas ha presentado febrícula dolor en hombros cuello y caderas así como cefalea moderada. La funduscopia evidencia un disco óptico pálido y edematoso. La movilización de hombros y caderas produce dolor. No se observan alteraciones en la palpación de las arterias temporales. Datos analíticos: hemoglobina 9,7 g/dL ferritina 450 ng/mL velocidad de sedimentación globular 115 mm/h. ¿Cuál es la acción inmediata más apropiada en esta paciente?",Iniciar tratamiento con prednisona 60mg al día y aspirina 100 mg al día.,"La clínica que nos cuentan es fuertemente sugerente de arteritis de células gigantes (ACG), con febrícula, dolor en cintura escapular y pélvica, y cefalea. La edad y el sexo también apuntan a esa posibilidad. La pérdida visual unilateral brusca, con edema pálido de papila es muy indicativo de neuropatía óptica isquémica arterítica por ACG. La VSG está elevada, que nos viene a aclarar más todavía el diagnóstico. Tenemos que iniciar rápidamente el tratamiento corticoideo. Ya podemos descartar la 1 y la 5 porque no aportan nada. La 4 podría hacernos dudar, y es cierto que tendremos que pedir una biopsia de arteria temporal, pero eso no es lo inmediato: en el enunciado nos lo dejan muy claro que tenemos que actuar en seguida. La tendencia actual es utilizar megadosis de corticoides intravenosos, y a pesar de que tradicionalmente se ha propuesto la aspirina para reducir los eventos isquémicos, la evidencia señala en este momento que los antiagregantes no aportan mucho. Una dosis oral de corticoide en torno de 1mg/Kg también sería aceptable. Por lo tanto, si descartamos la 3 porque la dosis es demasiado baja, tendríamos que quedarnos con la 2. Con reservas, ya que la aspirina tiene un papel más bien dudoso, y la dosis de corticoide queda ambigua (no sabemos cuánto pesa la paciente).","{'1': 'Solicitar una ecobrafía doppler de arterias temporales.', '2': 'Iniciar tratamiento con prednisona 60mg al día y aspirina 100 mg al día.', '3': 'Iniciar tratamiento con prednisona 10 mg al día.', '4': 'Solicitar una biopsia de arteria temporal.', '5': 'Solicitar una resonancia nuclear magnética cerebral.'}",2
casimedicos_272_69,CasiMedicos,train,DIGESTIVE SYSTEM,"Caso clinico: Un hombre de 60 años de edad con colitis ulcerosa extensa de 15 años de evolución y en remisión clínica los últimos 3 años, acude a nuestra consulta para informarse sobre el riesgo de cáncer colorrectal y sobre la posibilidad de participar en programas de prevención. CORRECT ANSWER: 3",En casos como el suyo se considera adecuado someterse a colonoscopias periódicas con toma de múltiples biopsias escalonadas a lo largo de todo el colon.,"Los pacientes con enfermedad inflamatoria intestinal (EII) tienen un riesgo aumentado de cáncer colorrectal, sean o no fumadores. Se recomienda empezar el cribado a los 8-10 años del diagnóstico de la EII (o antes si aparece en ese intervalo una colangitis esclerosante primaria o concurren otros hechos). Las técnicas recomendadas son la colonoscopia con biopsias al azar (respuesta 3) y la cromoendoscopia pancolónica con tinción, que es actualmente el gold standard porque detecta mejor la displasia, aunque requiere mayor experiencia técnica.","{'1': 'La colitis ulcerosa solo se asocia a un incremento en el riesgo de cáncer colorrectal en fumadores.', '2': 'En su caso, dado que está en remisión de larga duración, se considera adecuado el cribado aconsejado a la población general.', '3': 'En casos como el suyo se considera adecuado someterse a colonoscopias periódicas con toma de múltiples biopsias escalonadas a lo largo de todo el colon.', '4': 'En casos como el suyo se considera adecuado el cribado mediante estudios periódicos de sangre oculta en heces pero con una frecuencia superior a la utilizada en el cribado de la población general.', '5': 'nan'}",3
casimedicos_428_61,CasiMedicos,train,INFECTIOUS DISEASES AND MICROBIOLOGY,"Caso clinico: Hombre de 62 años que acude a urgencias del hospital por presentar fiebre de 38,3″C y escalofríos. Está taquicárdico y taquipnéico. Analítica de sangre: leucocitosis con desviación izquierda. La presión arterial es de 90/60 mmHg. No se escuchan soplos en la auscultación cardíaca y la RX de tórax descarta una neumonía. Como historial de interés refiere infecciones del tracto urinario de repetición. Hace una semana el médico de cabecera le recetó cefuroxima, fármaco que está tomando actualmente. Se le extraen dos hemocultivos y se remite orina para examen del sedimento y cultivo microbiológico. El sedimento es patológico, con intensa piuria, pera nitritos negativos. A las 24 horas se informa desde el laboratorio de microbiología que tanta la orina como los hemocultivos remitidos son positivos y en elias se observa cocos grampositivos agrupados en cadenas, pendientes de identificación y antibiograma. A la espera del resultada definitiva, ¿qué recomendaría usted?",Cambiar a un tratamiento antimicrobiano de amplio espectro que cubra Enterococcus spp.,"Con la prueba de nitritos en orina detectamos la presencia en la orina de nitritos. Estos aparecen por la presencia en la orina de gran concentración de bacterias que posean la enzima nitrato reductasa por la cual son capaces de reducir a nitritos los nitratos presentes en la orina. Esta enzima es activa en la mayoría de bacterias que producen infección urinaria con más frecuencia, como muchos bacilos Gram negativos. Otros microorganismos, causa relativamente frecuentes de infección urinaria, no poseen esta enzima y no reducen los nitratos como enterococos, estafilococos y levaduras. Como la tinción de Gram nos indica que las bacterias se agrupan en cadenas, al ser esto típico de enterococo, sugerimos la necesidad de cubrir con el tratamiento antibiótico a este grupo de bacterias. Los estafilococos típicamente se observan en la tinción de Gram como cocos Gram positivos formando racimos y las levaduras, aunque con igual coloración, tienen una morfología típica diferente a los cocos Gram positivos.","{'1': 'Continuar con cefuroxima a la espera del resultada definitivo, pues el paciente ha llevado múltiples tratamientos y no deberíamos equivocamos en su tratamiento actual.', '2': 'Cambiar a ertapenem, pensando en la posibilidad de microorganismos multirresistentes.', '3': 'Cambiar a un tratamiento antimicrobiano de amplio espectro que cubra Enterococcus spp.', '4': 'Cambiar a un tratamiento antimicrobiana de amplio espectro que contenga imipenem, pensando en la posibilidad de Staphylococcus aureus, ya que nuestro hospital tiene una elevada incidencia de S. aureus resistente a meticilina (SARM).', '5': 'nan'}",3
casimedicos_393_224,CasiMedicos,train,PSYCHIATRY,"Caso clinico: Una paciente presenta una larga historia de múltiples síntomas físicos: pérdida de memoria, dolor de cabeza, mareos, vómitos, dolor genital, dolor en extremidades, distensión abdominal e irregularidades menstruales. Los diversos exámenes médicos han descartado enfermedad médica alguna. ¿Cuál de los siguientes cuadros es más probable que padezca?",Trastorno de somatización.,"Según la CIE-10 los criterios para diagnosticar el Trastorno de somatización (F45.0) son: A. Historia de múltiples síntomas físicos, que empieza antes de los 30 años, persiste durante varios años y obliga a la búsqueda de atención médica o provoca un deterioro significativo social, laboral, o de otras áreas importantes de la actividad del individuo. Deben cumplirse todos los criterios que se exponen a continuación, y cada síntoma puede aparecer en cualquier momento de la alteración: 1. Cuatro síntomas dolorosos: historia de dolor relacionada con al menos cuatro zonas del cuerpo o cuatro funciones (p. ej., cabeza, abdomen, dorso, articulaciones, extremidades, tórax, recto; durante la menstruación, el acto sexual, o la micción). Dos síntomas gastrointestinales: historia de al menos dos síntomas gastrointestinales distintos al dolor (p. ej., náuseas, distensión abdominal, vómitos [no durante el embarazo], diarrea o intolerancia a diferentes alimentos). Un síntoma sexual: historia de al menos un síntoma sexual o reproductor al margen del dolor (p. ej., indiferencia sexual, disfunción eréctil o eyaculatoria, menstruaciones irregulares, pérdidas menstruales excesivas, vómitos durante el embarazo). Un síntoma pseudoneurológico: historia de al menos un síntoma o déficit que sugiera un trastorno neurológico no limitado a dolor (síntomas de conversión del tipo de la alteración de la coordinación psicomotora o del equilibrio, parálisis o debilidad muscular localizada, dificultad para deglutir, sensación de nudo en la garganta, afonía, retención urinaria, alucinaciones, pérdida de la sensibilidad táctil y dolorosa, diplopía, ceguera, sordera, convulsiones; síntomas disociativos como amnesia; o pérdida de conciencia distinta del desmayo). Todo cuadra con lo descrito en el enunciado. Descartamos el trastorno conversivo o disociativo porque éstos suelen estar relacionados con factores psicológicos, asociados al síntoma o al déficit (no deliberado). El inicio o la exacerbación del cuadro vienen precedidos por conflictos u otros desencadenantes, algo que no menciona el enunciado. Tampoco sería un Trastorno hipocondríaco porque esto supone una preocupación y miedo a tener, o la convicción de padecer, una enfermedad grave a partir de la interpretación personal de síntomas somáticos. Pero no conlleva la existencia de signos o síntomas físicos.","{'1': 'Trastorno conversivo.', '2': 'Trastorno hipocondríaco.', '3': 'Trastorno de somatización.', '4': 'Trastomo disociativo.', '5': 'nan'}",3
casimedicos_124_46,CasiMedicos,train,NEPHROLOGY,"Caso clinico: Una mujer de 58 años acude para una visita de seguimiento por diabetes mellitus e hipertensión. Se siente bien pero afirma que ha dejado de tomar el verapamilo por estreñimiento. Presenta intolerancia a los IECAs por tos. En la exploración, la tensión arterial es de 156/92 mm Hg. En la analítica incluyen una creatinina de 1.6 mg/dL, excreción de proteínas en orina de 24 horas de 1.5 g/día y un aclaramiento de la creatinina de 45 ml/min. Sobre esta base, ¿cuál es el tratamiento más eficaz para enlentecer la progresión de la nefropatía diabética tipo 2 de la paciente?",Bloqueador del receptor de la angiotensina.,"Los fármacos antihipertensivos que han demostrado enlentecer la progresión de la nefropatía diabética son los IECAS y los ARAII. En concreto, los bloqueadores del receptor de la angiotensina II han demostrado su eficacia en este campo para la DM tipo 2, lo que unido a los efectos secundarios que le producen los IECAS a la paciente hace que un ARAII sea el fármaco de elección.","{'1': 'Inhibidor de la enzima convertidora de la angiotensina.', '2': 'Bloqueador del receptor de la angiotensina.', '3': 'Antagonista del calcio.', '4': 'Alfa-bloqueante.', '5': 'Beta-bloqueante.'}",2
casimedicos_405_31,CasiMedicos,train,ONCOLOGY (ECTOPIC),"Caso clinico: Mujer de 20 años con tumoración ovárica de 15 cm, sólido-quística, detectada por ecografía tras presentar síntomas abdominales inespecíficos. En el estudio histopatológico de la pieza correspondiente se encuentran dientes, pelos, zonas de epitelio intestinal, áreas de epitelio escamoso (15%) y bronquial, así como elementos neuroectodérmicos y embrionarios en varias de las preparaciones histológicas. CORRECT ANSWER: 2",Teratoma inmaduro.,"El teratoma es el tumor germinal más frecuente. Presenta diferenciación en elementos de las tres capas embrionarias: endoderma, mesoderma y ectoderma. Macroscópicamente pueden ser quísticos o sólidos, e histológicamente los tejidos que componen el tumor pueden ser maduros (bien diferenciados, como los tejidos adultos) o inmaduros (como tejidos embrionarios).El teratoma quístico maduro es el más frecuente: representan en promedio el 10% de los tumores ováricos (5-25% según las casuísticas). Ocurren a cualquier edad. Predominan los tejidos del ectoderma, como piel, que revisten una cavidad de contenido queratínico. En la cavidad se reconoce un espolón del que nacen frecuentemente estructuras pilosas o dentarias. Entre los tejidos frecuentes están: tejido nervioso, generalmente glial y epitelio ependimario, epitelios de tipo respiratorio y digestivo y diversas estructuras mesodérmicas. Son bilaterales en cerca del 10% de los casos. El teratoma quístico maduro es benigno, pero en un 2% de ellos puede desarrollarse un tumor maligno a partir de alguno de los componentes tisulares (carcinoma espinocelular, carcinoide, adenocarcinoma, carcinoma de tejido tiroideo, sarcoma). En este caso en un principio pensamos en que la opción era el teratoma quístico maduro pero gracias a Ramón, al leerlo con con más atención, comprobamos que tenía elementos neuroectodérmicos y embrionarios en varias de las preparaciones histológicas, por lo que consideramos que la respuesta correcta es la 2.","{'1': 'Teratocarcinoma.', '2': 'Teratoma inmaduro.', '3': 'Teratoma quístico maduro.', '4': 'Disgerminoma.', '5': 'nan'}",2
casimedicos_497_127,CasiMedicos,train,MEDICAL ONCOLOGY,"Caso clinico: Hombre de 60 años, fumador de 40 paquetes/año, que consulta por dolor en borde cubital del brazo izquierdo y ptosis palpebral izquierda desde hace un mes. La radiografía de tórax muestra una masa en el lóbulo superior izquierdo y la TC confirma la lesión con invasión de la segunda costilla. Cada vez hay más cosas nuevas.","Quimioterapia neoadyuvante con quimiorradioterapia combinada, seguida de cirugía.","Pancoast típico de fumador, probablemente un epidermoide, con sdr de Horner. Lo mejor sería quimiorradio seguido de rescate quirúrgico. Antiguamente era solo RT y cirugía.","{'1': 'Quimioterapia neoadyuvante con quimiorradioterapia combinada, seguida de cirugía.', '2': 'Quimioterapia neoadyuvante sin cirugía, seguida de radioterapia.', '3': 'Cirugía seguida de quimiorradioterapia combinada.', '4': 'Radioterapia sin quimioterapia, seguida de cirugía.', '5': 'nan'}",1
casimedicos_307_207,CasiMedicos,train,OPHTHALMOLOGY,"Caso clinico: Paciente de 34 años que jugando a tenis recibe el impacto de la bola a nivel de la órbita izquierda. A la exploración presenta importante hematoma palpebral, hiposfagma, diplopia a la visión superior con limitación de la versión superior del globo ocular. ¿Qué sospecharía?",Fractura de la pared inferior del suelo de la órbita con atrapamiento del músculo recto inferior.,"Las versiones son movimientos bilaterales conjugados de ambos ojos. Es decir, una versión se compone de la suma de dos ducciones, ya que la ducción es el movimiento de un solo ojo. Cuando exploras las versiones, concretamente la versión superior o supraversión, ambos ojos giran hacia arriba. En ese momento, puedes encontrar una limitación del movimiento de un ojo. En este caso, al explorar la supraversión, sospechas o detectas una limitación en el movimiento del ojo izquierdo. Y a esto lo llamaríamos una limitación a la supraducción de ese ojo. Se trata de un paciente que ha recibido un golpe. El hematoma palpebral y el hiposfagma (hemorragia subconjuntival) no nos aporta el dato clave. Lo importante es que el ojo que ha recibido el golpe no sube, y por tanto hay visión doble en la mirada superior. Podría ser tentador contestar la 3, pensando que al atraparse el recto superior, este no funciona y por eso el ojo no puede subir. Sin embargo, los músculos atrapados en una fractura no pierden automáticamente su acción muscular. Lo que pasa es que precisamente se atrapan, quedan «enganchados», y no pueden estirarse. El problema es que se ha roto la pared inferior, se ha atrapado el recto inferior, y cuando el ojo debe mirar hacia arriba, este recto inferior no se puede estirar como es debido. No se trata de parálisis, sino un problema restrictivo. Las opciones 2 y 4 podemos ignorarlas porque están demasiado lejos de los músculos extraoculares para producir diplopia. Y en cuanto a las paredes de la órbita, las que se rompen con más frecuencia es la pared inferior y medial. La pared superior se rompe muy raramente.","{'1': 'Fractura de la pared inferior del suelo de la órbita con atrapamiento del músculo recto inferior.', '2': 'Fractura del arco cigomático.', '3': 'Fractura de la pared superior de la órbita con atrapamiento del músculo recto superior.', '4': 'Fractura dentoalveolar.', '5': 'nan'}",1
casimedicos_350_160,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 45 años, madre de 3 hijos, acude a consulta de diagnóstico precoz. La citología cervicovaginal es compatible con lesión escamosa intraepitelial de alto grado. ¿Cuál de las siguientes opciones elegiría?",Colposcopia con eventual biopsia.,"Colposcopia con eventual biopsia. H-SIL (Lesión escamosa intraepitelial de alto grado)*: incluye cambios sugestivos de CIN2 y CIN3/CIS. El diagnóstico citológico debe ser confirmado mediante biopsia, para ello es necesario realizar una biopsia dirigida mediante colposcopia.","{'1': 'Repetir la citología en 1 mes.', '2': 'Colposcopia con eventual biopsia.', '3': 'Histerectomía con salpinguectomía bilateral y conservación de ovarios.', '4': 'Legrado uterino fraccionado.', '5': 'nan'}",2
casimedicos_25_116,CasiMedicos,train,INFECTIOUS,Caso clinico: Una mujer de 40 años ingresa en el Servicio de Urgencias con fiebre de 38ºC y dolor lumbar derecho. En la analítica destacan 25000 leucocitos/mm3 con desviación izquierda y en la eco abd se evidencia una litiasis coraliforme. ¿Qué microorganismo esperamos encontrar?,Proteus mirabilis.,"Las litiasis coraliformes se asocian a gérmenes desdobladores de la urea: Proteus en 1º lugar, Pseudomonas, Klebsiella y algunos estafilococos.","{'1': 'Escherichia coli.', '2': 'Enterococcus faecalis.', '3': 'Salmonella typhi.', '4': 'Candida albicans.', '5': 'Proteus mirabilis.'}",5
casimedicos_22_112,CasiMedicos,train,INFECTIOUS,"Caso clinico: Un paciente acude al Servicio de Urgencias con Fiebre sin foco de 24 h de evolución, hipoTA e impresión de gravedad. Sufrió una esplenectomía hace 2 años para estadificación de enfermedad de Hosgkin. ¿Qué microorganismo se implica con mayor frecuencia?",Streptococcus pneumoniae.,"En pacientes esplenectomizados, el riesgo de adquisión de infecciones graves por gérmenes encapsulados, se encuentra aumentado, siendo nuevamente Neumococo el más frecuente.","{'1': 'Streptococcus pneumoniae.', '2': 'Pseudomonas aeruginosa.', '3': 'Salmonella no typhi.', '4': 'Pneumocystis jirovecii.', '5': 'Streptococcus viridans.'}",1
casimedicos_488_105,CasiMedicos,train,HEMATOLOGY,"Caso clinico: Paciente de 67 años que en los últimos 6 meses, en dos analíticas de rutina, presenta linfocitosis progresiva. En la última, hemoglobina 15,4 g/dl; leucocitos 18,5 x103/μL con 82% de linfocitos maduros que por citometría de flujo expresan los antígenos CD5/CD19/CD23 y plaquetas 240 x103/μL. ¿Qué actitud le parece correcta?:",Nuevo control clínico y analítico en 6 meses.,"Nos hablan de una leucocitosis a expensas de linfocitos con fenotipo de LLC-B. Parece que no hay otros datos de alarma. No nos dan datos de clínica (así que suponemos que el paciente está asintomático). No hay citopenias… Conclusión: SEGUIMIENTO. La principal duda con la respuesta debería ser con la opción 1. ¿Por qué considero que es incorrecta? Porque la mutación TP53, aunque establece pronóstico, no está indicada hacerla al diagnóstico, sino cuando se va a iniciar tratamiento (en primera línea y previo a sucesivas líneas en caso de necesitarlas). Se podría rizar mucho el rizo en esta pregunta en la que el porcentaje que nos da, no se refiere directamente a linfocitos clonales, con lo que incluso podría tratarse de una linfocitosis B monoclonal. Pero esto es excedernos.","{'1': 'Estudio de mutaciones de TP53 para establecer el pronóstico.', '2': 'Aspirado/biopsia ósea para confirmar el diagnóstico.', '3': 'PET/CT para establecer la actitud terapéutica.', '4': 'Nuevo control clínico y analítico en 6 meses.', '5': 'nan'}",4
casimedicos_111_153,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Ante una mujer de 59 años que consulta por secreción hemática por el pezón derecho (unilateral), espontánea y uniorificial sin nodularidad palpable. ¿Cuál es el diagnostico más probable?",Papiloma intraductal.,"La respuesta correcta es la 2. Ante una telorrea hemática unilateral y uniorificial, la causa más frecuente es el papiloma intraductal (50%), seguida de la ectasia ductal y del carcinoma. Cuando se asocia a masa palpable, el 60% corresponden a un carcinoma. La enfermedad de Paget es de tipo eccematoso. En hiperprolactinemia la telorrea es bilateral y pluriorificial. La mamografía a menudo no muestra los papilomas, siendo más útiles la ecografia y la galactografía.","{'1': 'Dado el carácter hemático de la secreción el diagnóstico más probable es el de carcinoma ductal infiltrante.', '2': 'Papiloma intraductal.', '3': 'Enfermedad de Paget del pezón.', '4': 'Hiperprolactinemia tumoral.', '5': 'La mamografía nos indicará el diagnóstico.'}",2
casimedicos_119_119,CasiMedicos,train,INFECTOLOGY,"Caso clinico: Mujer de 17 años que acude a urgencias por un cuadro de fiebre elevada, dolor faríngeo y adenopatías cervicales. Previamente había sido diagnosticada de faringitis aguda y recibió tratamiento con amoxicilina, presentado posteriormente un exantema cutáneo maculoso generalizado. Se realiza analítica que presenta ligera leucocitosis con linfocitosis y presencia de linfocitos activados, ligera trombopenia y transaminasas levemente aumentadas. ¿Cuál sería el diagnóstico más probable de este cuadro clínico?",Es un cuadro típico de mononucleosis infecciosa.,"Desde luego sí que es un cuadro típico (VEB, CMV, VH6, Toxoplasma), de los que luego no veréis tan claramente en la puerta de urgencias cuando estéis de guardia. Ojo con la mala leche de la respuesta 3, pues una toxoplasmosis aguda puede comportarse así y además da un exantema macular, aunque el de esta chica es en relación con la toma de amoxicilina. Por cierto, añado un apunte, si en vez de una chica de 17 años tan clara fuera un/una joven con relaciones sexuales de riesgo, no olvidéis la primoinfección por VIH como causa de síndrome mononucleósico.","{'1': 'Es un cuadro típico de mononucleosis infecciosa.', '2': 'Infección por virus varicela zóster.', '3': 'Toxoplasmosis aguda.', '4': 'Enfermedad de Lyme.', '5': 'Infección por virus herpes 8.'}",1
