id,source,split,guidebook,topic,question,short_answer,evidence,subquestion,options,correct_answer
sns1064_00291,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",f) ¿Cuál es la magnitud de los recursos requeridos (costes)?,Variable.,"No se ha localizado ningún estudio que describa de forma explícita el uso de recursos (costes) o estudios de evaluación eco- nómica. GUÍA DE PRÁCTICA CLÍNICA SOBRE ATENCIÓN PALIATIVA AL ADULTO EN SITUACIÓN DE ÚLTIMOS DÍAS 93 – Información adicional: el octreótido es más caro que la hioscina de butilbromuro y, por lo tanto, debido a que la evidencia sugiere que podrían ser igual de efectivos y seguros, se ha recomendado la opción menos costosa como primera línea de tratamiento.",,,
sns1064_00292,SNS1064,dev,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",j) ¿Es aceptable la opción para los agentes implicados?,Probablemente sí.,"No se ha realizado una revisión sistemática sobre el tema. – Información adicional: teniendo en cuenta el malestar que producen los síntomas evaluados, el GEG considera que el uso de medidas no farmacológicas y de fármacos puede ser aceptable para la mayoría de pacientes y familiares. Aunque desde el punto de vista del GEG los fármacos habitualmente empleados para el control de las náuseas y los vómitos son bien tolerados, es importante tener en cuenta que algunos de ellos pueden producir sedación (por ejemplo, agentes anti- psicóticos). 94 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS",,,
sns1064_00293,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",d) ¿Existe incertidumbre o variabilidad importante sobre cómo los pacientes,La incertidumbre o variabilidad probablemente no sean importantes.,"No se ha realizado una revisión sistemática sobre el tema. – Información adicional: se consideraron variables de resultado claves el control de las náuseas, número de episodios de vómitos y calidad de vida. También se consideraron como variables importantes los eventos adversos, la sedación y el tiempo de supervi- vencia. El GEG considera que la variabilidad sobre como los pacientes valoran los resul- tados probablemente no sea importante.",,,
sns1064_00294,SNS1064,test,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,No hay estudios incluidos. GUÍA DE PRÁCTICA CLÍNICA SOBRE ATENCIÓN PALIATIVA AL ADULTO EN SITUACIÓN DE ÚLTIMOS DÍAS 97,"No se ha localizado ningún estudio que cumpliese los criterios de inclusión sobre el manejo de la ansiedad y el delirium en la situación de últimos días. En la GPC del NICE (22) tampoco localizaron ningún estudio para el manejo de estos síntomas, al igual que otras revisiones recientes (151-153).",,,
sns1064_00295,SNS1064,train,atencion_paliativa.txt,¿Qué signos y síntomas se deben evaluar cuando sospechamos que un paciente adulto con enfermedad crónica avanzada puede estar en situación de últimos días?,j) ¿Es aceptable la opción para los agentes implicados?,Probablemente sí.,"No se ha realizado una revisión sistemática del tema. – Información adicional: los signos y síntomas físicos evaluados forman parte de la evaluación clínica habitual por parte de los profesionales, y por lo tanto no se prevé una baja aceptabilidad por parte de los profesionales, y tampoco por parte de los pacientes y familiares. Sin embargo, cabe tener en cuenta que algunos profesionales pueden sentirse menos cómodos al evaluar síntomas psicosociales, emocionales y espirituales, y del mismo modo, algunos pacientes pueden encontrar dificultades a la hora de comunicar estas cuestiones. En el caso de los profesionales podría deberse a la falta de formación en estos aspectos, a la falta de psicólogos en los equipos interdis- ciplinares o a una visión biologicista (reduccionista) de la atención sanitaria y social. También puede haber profesionales que tengan dificultad para afrontar la muerte y el proceso de morir de sus pacientes con lo que todo el proceso de evaluación de las necesidades y por tanto el diagnóstico podría verse afectado. En el caso de los pacientes, también pueden existir diferencias culturales o sociales que puedan afectar y actuar como barreras.",,,
sns1064_00296,SNS1064,dev,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,Muy baja.,"No se han encontrado ECAs para los anti- eméticos estándar en SUD. Globalmente la calidad de la evidencia es muy baja para todas las variables evaluadas, y centrada en la efectividad de la hioscina butilbromuro y el octeótrido en personas con obstrucción intestinal. Ningún estudio incluyó resul- tados sobre el efecto de los tratamientos en calidad de vida y la sedación se valoró en 92 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS dos estudios, pero con medidas subrogadas (somnolencia y fatiga). Las muestras de los estudios son pacientes con cáncer y obstrucción intestinal no candidatos a cirugía, en uno de ellos los pacientes no se encontraban en los últimos días de vida (aunque se incluyó porque se recogieron los resultados hasta el último día de vida). El tamaño muestral de dos de los estudios es muy pequeño (n=15 y n=17), y en el que incluyó una muestra mayor (n=68) hubo una alta tasa de abandonos. Además, los datos no han podido agregarse debido a las diferencias en las dosis y pautas de tratamiento.",,,
sns1064_00297,SNS1064,train,atencion_paliativa.txt,"¿En pacientes en sus últimos días de vida, la hidratación artificial es efectiva para mejorar los síntomas y el confort general?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,Baja/muy baja.,"La calidad global de la evidencia es baja. Aunque para algunas de las variables consideradas la evidencia es moderada y proviene de ECA, los pocos estudios disponibles y la variabilidad en los diseños y variables consideradas dificulta la obtención de conclusiones definitivas y afecta a la certeza global en la evidencia. Además, cabe considerar que la mayoría de los estu- dios se han realizado en pacientes oncológicos con deshidratación leve o moderada (algunos de los estudios excluyen pacientes con deshidratación grave).",,,
sns1064_00298,SNS1064,dev,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",k) ¿Es factible la implementación de la opción?,Sí.,No se ha realizado revisión sistemática del tema. – Información adicional: no se ha identificado ningún aspecto específico que puedan afectar a la implementación de las recomendaciones.,,,
sns1064_00299,SNS1064,test,atencion_paliativa.txt,¿Cuáles son los factores que pueden favorecer la toma de decisiones compartida sobre el plan de cuidados individualizado para los últimos días de vida?,c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,Baja.,"La calidad global de la evidencia de los estu- dios incluidos es baja, fundamentalmente debido a las limitaciones de los estudios y baja aplicabilidad de los hallazgos a nuestro contexto sanitario. La mayor parte de los estudios provienen de EE. UU., Canadá y Reino Unido. Todos los estudios incluyen la visión de familiares y cuidadores, y ninguno de ellos incluye a pacientes. Además, se han considerado estudios que abordan la toma de decisiones compartida fuera del contexto de últimos días, factor que también ha afectado a la disminución de la aplicabilidad de la evidencia. Otro factor a tener en cuenta es que la mayoría de los estudios abordan la toma de decisiones en el ámbito hospitalario, pero hay un déficit en la investigación que aborda la toma de decisiones en la atención domiciliaria. A pesar de todo ello, las barreras y facilitadores identificados en la literatura revisada han permitido al grupo de trabajo modular las recomendaciones.",,,
sns1064_00300,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",d) ¿Existe incertidumbre o variabilidad importante sobre cómo los pacientes,La incertidumbre o variabilidad probablemente no sean importantes.,"No se ha identificado ningún estudio. 80 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS – Información adicional: se han considerado el control del dolor, y la calidad de vida o bienestar como variables críticas para la toma de decisiones, y los efectos adversos, sedación y supervivencia como variables importantes. Desde el punto de vista del GEG el dolor es uno de los síntomas más temidos en el final de la vida, y no se prevé variabilidad en como los pacientes valoran los desenlaces. Uno de los aspectos a tener en cuenta es que el uso de opioides puede causar somnolencia o sedación, y este puede ser uno de los temas que se prevé que pueda causar alguna variabilidad en las preferencias de los pacientes y sus familias.",,,
sns1064_00301,SNS1064,train,atencion_paliativa.txt,"¿En pacientes en sus últimos días de vida, la hidratación artificial es efectiva para mejorar los síntomas y el confort general?","h) La relación coste-efectividad, ¿favorece a la intervención o a la comparación?",Probablemente favorece a la intervención.,"No se ha localizado ningún estudio de eva- luación económica. – Información adicional: se podría considerar que la relación coste efectividad favorece a la intervención, al ser los costes tan pequeños.",,,
sns1064_00302,SNS1064,train,atencion_paliativa.txt,¿Cuáles son los factores que pueden favorecer la toma de decisiones compartida sobre el plan de cuidados individualizado para los últimos días de vida?,f) ¿Cuál es la magnitud de los recursos requeridos (costes)?,Probablemente son pequeños.,"No se ha localizado ningún estudio que describa de forma explícita el uso de recursos (costes) o estudios de evaluación eco- nómica. – Información adicional: la implementación de la toma de decisiones compartida requiere tiempo, espacios adecuados y disponibilidad de los profesionales, por lo que no precisa una gran inversión de recursos económicos.",,,
sns1064_00303,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?","e) El balance entre los efectos deseables e indeseables, ¿favorece a la",Probablemente favorece a la intervención.,"El GEG está de acuerdo en que es impor- tante el manejo de estos síntomas debido a su importante impacto y en que el balance beneficio-riesgo de los fármacos más empleados es favorable. Además, el adecuado manejo de la ansiedad y el delirium puede prevenir estados de agitación.",,,
sns1064_00304,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,No hay estudios incluidos.,No se ha identificado ningún estudio rele- vante en población en SUD.,,,
sns1064_00305,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",d) ¿Existe incertidumbre o variabilidad importante sobre cómo los pacientes,La incertidumbre o la variabilidad probablemente no sean importantes.,"No se ha realizado revisión sistemática del tema. – Información adicional: se han considerado las siguientes variables críticas para la toma de decisiones: control de síntomas, calidad de vida/bienestar/confort y reducción 102 GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS del ruido respiratorio. Como variables importantes para la toma de decisiones se han considerado: eventos adversos, supervivencia, sedación. El GEG considera que no existirían diferencias sustanciales en cómo los pacien- tes valoran los desenlaces principales.",,,
sns1064_00306,SNS1064,dev,atencion_paliativa.txt,¿Cuáles son los factores que pueden favorecer la toma de decisiones compartida sobre el plan de cuidados individualizado para los últimos días de vida?,e) ¿Son mayores los efectos deseables que los efectos indeseables?,Probablemente sí.,"Teniendo en cuenta los beneficios del proceso de toma de decisiones compartida y que no se ha identificado ningún daño asociado, el GEG considera el balance riesgo beneficio favorable a la toma de deci- siones compartida.",,,
sns1064_00307,SNS1064,train,atencion_paliativa.txt,"¿Cuáles son los factores asociados a una buena comunicación en los últimos días de vida entre el paciente, sus allegados y los profesionales sanitarios que lo atienden?",k) ¿Es factible la implementación de la opción?,Sí.,"No se ha realizado una revisión sistemática del tema. – Información adicional: existen dificultades para establecer una comunicación efectiva y que facilite al paciente y familia el proceso por el que están pasando. No obstante, la experiencia de los profesionales que se dedican al cuidado de personas en el final de la vida demuestra que poner en práctica una buena comunicación con ellos es posible y que genera efectos muy positivos en esos momentos difíciles. Por todo ello, parece necesaria la formación en comunicación y establecer unas competencias mínimas que puedan aplicar y deben conocer todos los equipos que atienden a personas en SUD.",,,
sns1064_00308,SNS1064,train,atencion_paliativa.txt,"¿Cuáles son los factores asociados a una buena comunicación en los últimos días de vida entre el paciente, sus allegados y los profesionales sanitarios que lo atienden?",a) ¿Cuál es la magnitud de los efectos deseables esperados?,Grande.,"La GPC del NICE (22) incluyó cuatro estudios cualitativos (50-53) y dos estudios basados en encuestas retrospectivas (54, 55). En la actualización se identificaron cinco nuevos estudios basados en entrevistas semiestructuradas y cuestionarios realizados en EE. UU., Australia y Canadá (56-60). La evidencia señala diferentes factores relacionados con los pacientes, las familias, los profesionales sanitarios y los recursos disponibles que pueden actuar como barreras o facilitadores de la comunicación, y por lo tanto deben ser tenidos en cuenta para que la comunicación en los últimos días pueda ser efectiva. Los beneficios de una buena comunicación pueden tener un impacto importante en el paciente y en su familia, y por lo tanto es importante prestar atención al contenido, momento y estilo de la comunicación. En la siguiente tabla (tabla 2) se presentan los temas y subtemas extraídos de la evidencia considerada en la GPC del NICE (6). Para ver una descripción deta- llada de los estudios y sus resultados se puede consultar el material metodológico. Tabla 2. Tema y subtemas extraídos de los estudios incluidos sobre barreras y facilitadores de la comunicación Tema principal Subtemas Factores relacionados con – Dificultad para retener y procesar la información los familiares o allegados – Familia no consciente del diagnóstico – Evitación – Exclusión del paciente en las conversaciones sobre el pronóstico Factores relacionados con – Tiempo el paciente – Diferencias culturales o valores – Nivel de conciencia – Edad Factores relacionados con – Incertidumbre en el pronóstico los profesionales sanitarios – Provisión de información a los pacientes – Información compartida entre los profesionales sanitarios – Habilidades de comunicación – Incomodidad con la discusión – Relación con el paciente (poca relación con el paciente como barrera) – Papel de la ambigüedad (relacionado con los roles y responsabilidad de la comunicación de situación de últimos días) – Entrenamiento y experiencia – Dificultades de programación de la comunicación (en relación con el tiem- po y los recursos disponibles) Factores relacionados con – Privacidad los recursos Fuente: adaptado de NICE 2015 (22). GUÍA DE PRÁCTICA CLÍNICA SOBRE ATENCIÓN PALIATIVA AL ADULTO EN SITUACIÓN DE ÚLTIMOS DÍAS 49 En la actualización se identificaron 5 nuevos estudios basados en entrevistas semiestructuradas y cuestionarios realizados en EE. UU., Australia y Canadá. Tres de ellos abordaron la percepción de los familiares y dos la de profesionales sanitarios. Estos estudios aportaron evidencia para los temas factores relacionados con la familia y factores relacionados con los profesionales sanitarios: Factores relacionados con la familia: Generous et al. (2017) (n=107) (56) aportan evidencia adicional sobre la evitación de las conversaciones sobre el pronóstico, siendo los temas más evitados las cuestiones negativas de la propia relación, la muerte en sí, información personal y trámites tras la muerte. Odgers et al. (2018) (n=12) (57) además de poner de manifiesto la evitación sobre temas relacionados con el pronóstico, también destacan la complejidad para retener e interpretar la información por parte de los familiares. La evitación también se extrae como un tema relevante en el estudio de Park et al. (2015) (58) donde además se destaca la necesidad de más y mejor información sobre el pronóstico y los últimos días de vida. Factores relacionados con los profesionales: Nouvet et al. (2016) (n=30) (59) iden- tificaron como barreras la evitación, la incertidumbre y una tendencia a intentar mejorar la situación clínica. Rodenbach (2016) (n=33) (60) aporta evidencia sobre cómo la percepción personal de la propia muerte y el proceso de morir afecta a la comunicación con el paciente. – Información adicional: desde el punto de vista del grupo de trabajo la comunicación debe entenderse como un proceso en el que la forma en la que los profesionales y la familia se comunican con el paciente debe ir modificándose en función de sus nece- sidades. De cómo esto ocurra va a depender, en gran medida, la satisfacción con los cuidados y la atención recibida. Además, aunque no se ha identificado en los estudios, el grupo de trabajo considera que una buena comunicación al final de la vida podría facilitar el proceso de duelo en los familiares y allegados.",,,
sns1064_00309,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",b) ¿Cuál es la magnitud de los efectos indeseables esperados?,Pequeña.,"La escopolamina bromhidrato ha sido aso- ciada a un peor perfil de seguridad teniendo en cuenta el nivel de conciencia (podría producir una mayor disminución de consciencia), y también se ha asociado a la apari- ción de agitación, y por lo tanto deberá tenerse en cuenta a la hora de su prescripción. – Información adicional: aunque no han sido informados en los estudios, existen otros efectos adversos comunes a los anticolinérgicos que deberán ser tenidos en cuenta como la sequedad bucal o la retención urinaria. Además, la atropina podría afectar a la contractilidad cardiaca y provocar arritmias. El GEG considera que los fármacos recomendados son generalmente bien tolerados.",,,
sns1064_00310,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",i) ¿Cuál sería el impacto en la equidad en salud?,Probablemente aumenta.,"No se ha realizado una revisión sistemática sobre el tema. – Información adicional: no se ha identificado ningún aspecto específico que pueda afectar a la equidad. Dependerá que los profesionales que atienden al paciente en SUD apliquen los tratamientos que permitan controlar las náuseas y vómitos, que se pueden emplear en cualquier ámbito asistencial.",,,
sns1064_00311,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,Muy baja.,"Se consideró evidencia de calidad mode- rada a muy baja de cinco ECA (n=524) (155-159) y tres estudios de cohortes (160- 163) (n=374) en personas en los últimos días de vida con cáncer avanzado (n=822) y enfermedades no oncológicas (n = 76). A pesar de que dos de los ECA fueron mejores teniendo en cuenta su diseño y tamaño muestral, el resto de los ECA fueron peque- ños o ensayos piloto y los estudios observacionales fueron retrospectivos. La variable de resultado crítica mejoría de los estertores fue considerada en los ocho trabajos (n=898). Ninguno de los estudios consideró la variable calidad de vida. Los resultados no pudieron metanalizarse debido a la variabilidad en las variables de resultado, en el diseño y tiempos de seguimiento. Las escalas empleadas para la valoración de los estertores en los estudios en algunos casos se describieron de forma pobre y son subjetivas (habitualmente cum- plimentadas por enfermería).",,,
sns1064_00312,SNS1064,test,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",k) ¿Es factible la implementación de la opción?,Sí.,No se ha realizado una revisión sistemática sobre el tema. – Información adicional: no se han identificado factores que puedan afectar de forma sustancial a la factibilidad de las recomendaciones.,,,
sns1064_00313,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",k) ¿Es factible la implementación de la opción?,Sí.,"No se ha realizado una revisión sistemática sobre el tema. – Información adicional: las principales cuestiones relacionadas con la factibilidad pueden ser las descritas previamente en relación a la aceptabilidad: formación de los profesionales y visión de los pacientes y sus familias. Paralelamente, se debe informar adecuadamente sobre el manejo del dolor (especialmente de opioides) y sobre los efectos secundarios esperables y las pautas de adecuación a pacientes y familiares. Otra cuestión importante que el grupo ha intentado enfatizar en las recomendaciones es que, en presencia de dolor, se debe valorar el establecimiento de pautas de rescate previas y formar al paciente y a los cuidadores y/o familiares para que puedan admi- nistrarlas sin necesidad de una presencia continua del personal sanitario, cuando ello es posible.",,,
sns1064_00314,SNS1064,train,atencion_paliativa.txt,¿Qué signos y síntomas se deben evaluar cuando sospechamos que un paciente adulto con enfermedad crónica avanzada puede estar en situación de últimos días?,d) ¿Existe incertidumbre o variabilidad importante sobre cómo los pacientes,La incertidumbre o la variabilidad probablemente no sean importantes.,"No se ha identificado ningún estudio que evalúe la valoración de los desenlaces de interés por parte de los pacientes o sus familias. Solo un estudio (Domeisen et al., 2013 (7)) incluyó la visión de cuidadores, pero su objetivo no fue investigar sus valores sino identificar los síntomas que pueden ser importantes en la predicción o identificación de los últimos días desde el punto de vista de los cuidadores. – Información adicional: para la revisión se priorizaron como factores pronósticos o diagnósticos de SUD, aquellos signos y síntomas relacionados con las siguientes categorías: hemorragia aguda, insuficiencia renal aguda, respiratorios (incluidos los estertores y la respiración irregular), síntomas relacionados con el nivel de conciencia o cognitivos, síntomas emocionales, deterioro general (incluida la debilidad extrema), hidratación, nutrición, síntomas relacionados con el estado de la piel (incluidos los cambios en la coloración), aislamiento social, diuresis. Estas categorías fueron selec- cionadas teniendo en cuenta un estudio cualitativo que intentó recoger la visión de expertos del ámbito internacional sobre los síntomas empleados en la identificación y predicción de las últimas horas y días (43).",,,
sns1064_00315,SNS1064,train,atencion_paliativa.txt,¿Cuáles son los factores que pueden favorecer la toma de decisiones compartida sobre el plan de cuidados individualizado para los últimos días de vida?,"h) La relación coste-efectividad, ¿favorece a la intervención o a la comparación?",Probablemente favorece a la intervención.,"No se ha localizado ningún estudio que describa de forma explícita el uso de recursos (costes) o estudios de evaluación eco- nómica. – Información adicional: desde la experiencia del GEG, la promoción de la toma de decisiones compartida mejora la calidad de la atención a un coste razonable, incluso evitando la realización de medidas terapéuticas no deseadas por la persona enferma.",,,
sns1064_00316,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",g) ¿Cuál es la certeza en torno a la evidencia de los recursos requeridos?,No hay estudios incluidos.,No se ha localizado ningún estudio que describa de forma explícita el uso de recursos (costes) o estudios de evaluación eco- nómica.,,,
sns1064_00317,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",i) ¿Cuál sería el impacto en la equidad en salud?,Probablemente aumenta.,No se ha realizado una revisión sistemática sobre el tema. Información adicional: la equidad dependerá de que los profesionales que atienden al paciente en SUD apliquen estas medidas que se pueden aplicar en cualquier ámbito asistencial. La implementación de las recomendaciones podría aumentar la equidad.,,,
sns1064_00318,SNS1064,train,atencion_paliativa.txt,"¿Cuáles son los factores asociados a una buena comunicación en los últimos días de vida entre el paciente, sus allegados y los profesionales sanitarios que lo atienden?",c) ¿Cuál es la certeza global en la evidencia sobre los efectos?,Baja.,"La calidad de la evidencia es globalmente baja, debido a las limitaciones metodológicas de los estudios, relacionadas con el propio diseño de los mismos, que en muchos casos abordan la comunicación en CP y no específicamente la comunicación en los últimos días, y a que ninguno de los estu- dios se ha realizado en nuestro contexto. A pesar de ello, se ha considerado que los principales hallazgos podrían ser extrapolables a nuestro contexto sanitario y social, y son coherentes con la percepción sobre las barreras y facilitadores que el grupo de trabajo observa en la práctica clínica.",,,
sns1064_00319,SNS1064,test,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",k) ¿Es factible la implementación de la opción?,Sí.,No se ha realizado una revisión sistemática sobre el tema. – Información adicional: el GEG no ha identificado ningún factor relevante relacio- nado con la factibilidad de las recomendaciones.,,,
sns1064_00320,SNS1064,train,atencion_paliativa.txt,¿Cuáles son los factores que pueden favorecer la toma de decisiones compartida sobre el plan de cuidados individualizado para los últimos días de vida?,b) ¿Cuál es la magnitud de los efectos indeseables esperados?,Pequeña.,"No se ha identificado ningún daño asociado a la implicación en la toma de decisiones compartida, ni para los pacientes ni para los profesionales. – Información adicional: cabe tener en cuenta que, podrían darse casos en los que el paciente no acepte su situación y el final cercano, pudiendo ser poco adecuado for- zarlo a participar en la toma de decisiones y planificación, lo que le podría generar malestar y ansiedad.",,,
sns1064_00321,SNS1064,test,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",a) ¿Cuál es la magnitud de los efectos deseables esperados?,Moderada.,"Se consideró evidencia de calidad mode- rada a muy baja de cinco ECA (n=524) (155-159) y tres estudios de cohortes (160- 163) (n=374) en personas en los últimos días de vida con cáncer avanzado (n=822) y enfermedades no oncológicas (n=76). La variable de resultado crítica mejoría de los estertores fue considerada en los ocho trabajos (n=898). Cuatro estudios no encontraron diferencias en la mejoría de ruidos respiratorios entre medicamentos (155, 158, 160, 161), un estudio encontró resultados favorables al placebo (159), un estudio encontró resultados favorables a la atropina (158) y dos estudios encontraron resultados favorables al glicopirronio (157, 163). Un ECA (n=130) encontró que, en personas con cáncer, la atropina era menos sedante que el butilbromuro de hioscina o el bromhidrato de hioscina (158). Ningún estudio informó sobre calidad de vida. La evidencia no permite establecer la superioridad del bromuro de atropina, bromuro de glicopirronio, escopolamina bromhidrato y butilbromuro de escopolamina para el tra- tamiento de los estertores en los últimos días, y la magnitud de los efectos es globalmente modesta. El octreótrido solo fue evaluado en un pequeño ensayo (n=21) que lo comparó con escopolamina bromhidrato y obtuvo peores resultados en el control de los estertores (155).",,,
sns1064_00322,SNS1064,train,atencion_paliativa.txt,"¿En pacientes en sus últimos días de vida, la hidratación artificial es efectiva para mejorar los síntomas y el confort general?","e) El balance entre los efectos deseables e indeseables esperados, ¿favorece a la",Variable.,"Teniendo en cuenta que la evidencia clínica no señala beneficios claros y que podrían aparecer eventos adversos, el balance podría ser considerado globalmente desfavorable a la provisión de HA en los últimos días. Sin embargo, es necesario tener en cuenta que la evidencia disponible es insuficiente y puede haber un beneficio percibido por el paciente y su familia. – Información adicional: el GEG señala que existen circunstancias en las que en la práctica clínica podría obtenerse beneficios con la HA, como en casos de delirium o cuando el paciente presente sed que no mejora con otras medidas. En todo caso la decisión tendrá que ser valorada individualmente sopesando con el paciente y su familia los beneficios frente a la posible aparición de complicaciones o malestar en el paciente.",,,
sns1064_00323,SNS1064,dev,atencion_paliativa.txt,¿Qué signos y síntomas se deben evaluar cuando sospechamos que un paciente adulto con enfermedad crónica avanzada puede estar en situación de últimos días?,f) ¿Cuál es la magnitud de los recursos requeridos (costes)?,Costes y reducción de costes insignificante.,No se ha localizado ningún estudio de eva- luación económica. – Información adicional: la mayoría de síntomas y signos que se emplean en la práctica clínica habitual para predecir la SUD pueden hacerse en una evaluación clínica sin costes importantes.,,,
sns1064_00324,SNS1064,train,atencion_paliativa.txt,"¿Cuáles son los factores asociados a una buena comunicación en los últimos días de vida entre el paciente, sus allegados y los profesionales sanitarios que lo atienden?",b) ¿Cuál es la magnitud de los efectos indeseables esperados?,Pequeña.,"La revisión sistemática se ha orientado a barreras y facilitadores para una buena comunicación en la SUD. – Información adicional: a pesar del malestar que la comunicación del pronóstico puede tener tanto en los pacientes como en la familia, una adecuada comunicación siempre se asocia al mejor cuidado de las personas en los últimos días de vida y a una mejor experiencia. Por lo tanto, se considera que una comunicación adecuada sobre el pronóstico y la planificación al final de la vida es beneficiosa a pesar del malestar que pueda estar asociado a la misma en el momento de la comunicación.",,,
sns1064_00325,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?","h) La relación coste-efectividad, ¿favorece a la intervención o a la comparación?",Probablemente favorece a la intervención.,"No se ha localizado ningún estudio de eva- luación económica. – Información adicional: se podría considerar que la relación coste efectividad favorece a la intervención, al no tener un coste o duración elevada.",,,
sns1064_00326,SNS1064,train,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",f) ¿Cuál es la magnitud de los recursos requeridos (costes)?,Costes y reducción de costes insignificante.,No se ha localizado ningún estudio que describa de forma explícita el uso de recursos (costes) o estudios de evaluación eco- nómica. – Información adicional: los fármacos y medidas recomendadas no tienen un coste elevado ni una duración prolongada.,,,
sns1064_00327,SNS1064,test,atencion_paliativa.txt,"Para pacientes en los últimos días de vida, ¿qué fármacos son más efectivos para aliviar el dolor, la disnea, las náuseas y vómitos, la ansiedad, el delirium y los estertores?",k) ¿Es factible la implementación de la opción?,Sí.,No se ha realizado una revisión sistemática sobre el tema. – Información adicional: no se han identificado factores que puedan afectar de forma sustancial a la factibilidad de las recomendaciones.,,,
