id,source,split,guidebook,topic,question,short_answer,evidence,subquestion,options,correct_answer,year,correct_option
sns1064_00993,SNS1064,train,prevencion_secundaria_ictus.txt,Erabili al daitezke ahozko antikoagulatzaileak vs. antiagregatzaileak balbula mitralaren prolapsoa duten paziente helduen iktusaren prebentzio sekundariorako?,a) Lehentasuna al du arazo horrek?,"Bai, bai.","Ekokardiograma transesofagikoaren bidez aztertutako paziente gazteen serie batzuetan FOP eta iktus kriptogenikoen arteko lotura hauteman da. Serie horiek % 60tik gorako balioak izan zituzten. AEBetan, PRAKTIKA KLINIKOKOKO 108 GIDAK SNSn Urtebetean gertatutako 30 000 eta 70 000 ikturen artean FOP63 baten bidez sortutako enbolia paradoxiko baten ondorio izan litezke. Egoera hori dela eta, lehentasunezko osasun-arazotzat har daiteke, baita iktusi kriptogeno sekundarioari lotutako hilkortasunagatik eta desgaitasunagatik ere. Gomendioa Balbula mitralaren prolapsoa duten pazienteetan iktusak bigarren mailan prebenitzeko antikoagulatzaile plaketarioen aurkako antikoagulatzaileak erabiltzeari buruz dagoen ebidentzia aztertu ondoren, gomendio hau ezarri zen: iktusiaren prebentzio sekundarioa adierazten duten eta balbula mitrala luzatzen duten paziente helduen kasuan, antikoagulanterik ez erabiltzea iradokitzen da antiagregatzaile plaketarioen aurrean (gomendio ahula). Jarraian, GEGren justifikazio-irizpideetako baten justifikazio laburra azaltzen da, azken gomendioa eragin zuten irizpide gakoei dagokienez. 116 PRAKTIKA KLINIKOKO GIDAK II. Pazienteen ondorioen balorazioa (balioak eta lehentasunak) Literaturan ez ziren aurkitu eragindako pazienteek proposatutako intereseko amaierak edo proposatutako ikerketa-galderan planteatutako bi aukeren arteko aldagarritasuna baloratzeko azterketa kuantitatibo edo kualitatiborik. III.",,,,,
sns1064_00994,SNS1064,train,prevencion_secundaria_ictus.txt,"Erabili al daiteke LHFren itxiera eta plaketen kontrakoa vs. koagulazioaren aurkakoa, iktusa prebenitzeko bigarren mailako prebentziorako, LHF duten paziente helduetan?",a) Lehentasuna al du arazo horrek?,"Bai, bai.","Foramen obal iragazkorraren (FOP) presentziak gertaera larriak eragin ditzake, hala nola iktusa edo heriotza. FOParen prebalentzia % 25 ingurukoa dela kalkulatzen da biztanleria orokorrean, eta obaloaren foramenak iragazkorra izaten jarraitzen duenean gertatzen da, bizitzako lehen 3 hilabeteen ondoren59.60. Gizabanakoen proportzio handi batean autopsien azterketetan antzematen da (% 27  35), % 10  26an ekokardiografia transesofagikoarekin kontrastearekin eta % 25  35ean Doppler transcraneal kontrastearekin.",,,,,
sns1064_00995,SNS1064,train,prevencion_secundaria_ictus.txt,"Erabili al daiteke plaketen aurkako foramen obal iragazkorraren (FOP) itxiera vs. plaketen aurkako tratamendua, iktusaren prebentzio sekundariorako, FOP duten paziente helduetan?",a) Lehentasuna al du arazo horrek?,"Bai, bai.","Iktus iskemikoak mendebaldeko herrialdeetako hirugarren heriotza-kausa eta ezintasun funtzionalaren lehen kausa adierazten du. Nahiz eta iktusaren etiologiari buruzko azterketa zehatzik ez izan, % 30  40 jatorri zehaztugabekotzat jotzen dira, eta proportzio hori are handiagoa izan daiteke paziente gazteen azpitaldean61. Adituek adostasuna erakutsi zuten balorazio horretan, eta lehentasunezko arazotzat jo zuten bai patologiagatik bai konplikazioei lotutako desgaitasunagatik.",,,,,
sns1064_00996,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, 60 mg erabil daiteke egunean behin?",h) Zein da baliabideei buruzko ebidentziaren inguruko ziurtasuna?,Alta emanda dago.,"Beharrezkoak ziren baliabideekiko konfiantza handia izan zela pentsa liteke, nazio mailako azterketa bat izan zelako, eta Osasun Ministerioaren prezio ofizialak ere bai.",,,,,
sns1064_00997,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, egunean 2 aldiz erabil daiteke apixabana 5 mg?",j) Zein izango litzateke ekitatearen eragina osasunean?,Seguruenik handitu egingo da.,"Ez da gaiaren berrikuspen sistematikorik egin. 44 PRAKTIKA KLINIKOKO GIDA EL SNSn

GEGko kide gehienen iritziz, ekitatea handitzea erraztuko lukete, ziurrenik, ekitatearen aldeko gomendioak. Izan ere, apixabana jaso dezaketen pazienteen kopurua areagotzea ahalbidetuko luke. GEGk agerian utzi zuen warfarina erabiltzeak osasun-zentrora behin eta berriz bisitak egitera behartuko zuela INR kontrolak egiteko. Gehienetan, senitartekoek lagunduta, adineko biztanleak zirenez, horrek ekitatea gutxitu zezakeen (tratamendu egokia izateko aukera), itsasgarritasuna eta irisgarritasuna murriztuko lituzkeela. Paziente horiek kontrol gutxiago behar dituzten alternatibak izan zitezkeen, eta Osasun Zentrora bisitak egiteak erraztu egingo lituzke. GEGko kide gehienek ez zuten faktore garrantzitsutzat hartu gomendioan edo ikerketa-ildoetan garatzeko. Gaixotasun zerebrobaskularrak Emakumeak Gizonak Ospitaleko erikortasuna (ospitale-egonaldia) 575.675 663.658 Ospitaleko morbilitate-tasa (105) 207 248 Heriotza-tasa 15.566 11.556 Gidatze-nahasteak eta disritmiak Emakumeak Gizonezkoak Ospitaleko hilkortasuna 175.513 206.889 Ospitaleko morbilidade-tasa (105) 149 189",,,,,
sns1064_00998,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, egunean 2 aldiz erabil daiteke dabigatran 110 mg?",i) Esku-hartzearen kostu-eraginkortasunak esku-hartzearen edo esku-hartzearen alde egiten al du?,"Seguruenik, esku-hartzea erraztuko du.","Emaitzak egiteko erabil zitezkeen azterlanik ez da aurkitu, eta ez da identifikatu dabigatranaren eraginkortasun-kostuari buruzko alderdi espezifikorik 110 mg egunean bi aldiz, warfarinaren aldean.",,,,,
sns1064_00999,SNS1064,train,prevencion_secundaria_ictus.txt,"Erabili al daiteke LHFren itxiera eta plaketen kontrakoa vs. koagulazioaren aurkakoa, iktusa prebenitzeko bigarren mailako prebentziorako, LHF duten paziente helduetan?",g) Zein da eskatutako baliabideen magnitudea (kostuak)?,Kostu moderatuak.,"Erreferentziako dokumentuaren egileek ez zuten arazo garrantzitsurik identifikatu gomendatutako alternatibarekin58. Gomendioa egitean baino, pazientearen ikuspegian zentratu ziren. Ziurrenik, gomendio hori ezartzeak eragin handia izango zuen osasun-finantzatzaileen kostuetan, nahiz eta kostua-eraginkortasuna bermatuko zen, epe laburrean, POParen itxiera kostu handiagoekin lotuko baitzen (prozedurarekin lotuta zeudenak), eta, epe luzera, POPren itxierak kostuak murriztu ahal izango zituen, iktus-tasak murriztearen eta iktusak dituzten pazienteentzako epe luzerako arreta-kostuak murriztearen ondorioz.",,,,,
sns1064_01000,SNS1064,train,prevencion_secundaria_ictus.txt,Erabili al daiteke ahozko antikoagulatzaile zuzenak vs. K bitamina inhibitzen duten ahozko antikoagulatzaileak protesi balbularra duten 18 urtetik gorako pazienteetan iktusa bigarren mailan prebenitzeko?,b) Zein da espero diren ondorioen magnitudea?,Ezezaguna da.,"Ahozko antikoagulatzaile zuzenen eraginkortasuna eta segurtasuna vs. K bitamina inhibitzen duten ahozko antikoagulatzaileen eraginkortasuna eta segurtasuna alderatzeko ikerketarik ez zen aurkitu balbula-protesia duten paziente helduen iktusaren prebentzio sekundariorako, eta, beraz, ezin izan zen aztertu espero ziren efektuen magnitudea.",,,,,
sns1064_01002,SNS1064,train,prevencion_secundaria_ictus.txt,Erabili al daiteke ahozko antikoagulatzaile zuzenak vs. K bitamina inhibitzen duten ahozko antikoagulatzaileak protesi balbularra duten 18 urtetik gorako pazienteetan iktusa bigarren mailan prebenitzeko?,a) Lehentasuna al du arazo horrek?,"Bai, bai.","Arazoa lehentasunezkotzat jotzen da, aldez aurretik iktusa izan duten bihotzeko balbula protesikoak dituzten pazienteetan iktusa izateko arrisku handia dagoelako eta K bitamina inhibitzen duten antikoagulatzaileekin tratamendua zehatz-mehatz kontrolatzeko beharra dagoelako; izan ere, pazienteek odoljario-arrisku handiagoa izan dezakete edo, aitzitik, tronbosiaren aurkako babes nahikoa ez 70.",,,,,
sns1064_01003,SNS1064,train,prevencion_secundaria_ictus.txt,"Erabili al daiteke LHFren itxiera eta plaketen kontrakoa vs. koagulazioaren aurkakoa, iktusa prebenitzeko bigarren mailako prebentziorako, LHF duten paziente helduetan?",d) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Baja ematen du.,"Emaitzen kalitatean eragina izan zuten emaitzen zehaztasunik ezak eta konfiantza nuluaren presentziak aldagaien konfiantza-tartean edo iktus berriaren eta hilkortasunaren amaieran (erabateko efektua). Ikusi zen Mir et al. 2018 ikerketan lortutako emaitzen zehaztasunik eza serioa edo oso serioa izan zela konfiantza-tarte zabal eta oso zabalengatik eta gertaera-kopuru txikiagatik. Ez zen zeharkako ebidentzia-arriskurik ikusi, zeharkako ebidentzia-arriskua kontuan hartuz gero, aldagai kritikoek eragin moderatuagoa izan zuten, eta, ondorioz, ebidentzia hori moderatutzat jo zen, ebidentzia-emaitza globaletan.",,,,,
sns1064_01004,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, egunean bi aldiz erabil daiteke dabigatran 150 mg?",b) Zein da espero diren ondorioen magnitudea?,Txikia da.,"Iktus berriaren amaierak ez zuen alde nabarmenik erakutsi dabigatran 150 mg-ren eta warfarinaren artean (efektuaren zenbateslea aldekoa da, hala ere, % 95eko IC-ak balio nulua barne hartu zuen). Balio hauek ikusi ziren: 1000 pazienteko (23tik 7 gehiagora arteko % 95eko EG) 10 kasu gutxiagoko efektu absolutua eta RR 0,79 kasuko RRa (efektu absolutuaren % 95etik 0,54tik 1,14ra bitarteko % 1,95etik % 1,73ra gutxiagoko RIC efektu absolutua duten pazienteen % 0,95etik % 1,95era bitartekoa).

GEGko kide batzuen iritziz, ebidentzia erabilgarriarekin, aztertutako aldagaien benetako balioa ezezaguna zen, balio nulua konfiantza-tartean sartzean. Adierazi zutenez, 59k adierazi zuten warfarinarekin tratatutako pazienteen aldean 10 iktus gutxiago aurkeztu zirela dabigatran 150 mg-rekin tratatutako 1.000 pazienteko, eta horrek % 21eko murrizketa erlatiboa eragiten zuela. Behaketa-azterketa bat egin zen, esku-hartzearen eraginkortasunari buruzko informazioa emateko. Azterketa horrek ezin izan zuen eragin absolutua kalkulatu. Ez zen onartu saiakuntza klinikoaren taldea konparazioa egiteko warfarina-kopuruarekin konparatu ahal izan zen informazioaren zati bat, eta oso konfiantzazkoa.",,,,,
sns1064_01005,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, egunean 2 aldiz erabil daiteke apixabana 5 mg?","f) Espero diren ondorio desiragarrien eta nahi ez direnen arteko balantzea,","Seguruenik, esku-hartzea erraztuko du.","GEGren iritziz, aztertutako saiakuntzaren emaitzak esanguratsuak izan ziren esku-hartzearen alde, eta segurtasuna hobea izan zen esku-hartzearen taldean, apixabanarekin apixabanarekin (16 hemorragia gutxiago 1000ekin, % 27ko murrizketa erlatiboarekin) arrisku txikiagoarekin. Hori dela-eta, baldintzapeko gomendioa egin zen esku-hartzearen alde (apixaban). Iktus berriaren amaieran ikusi zenez, esku-hartzea erraztu egiten zen, 1.000 pazienteko 16 kasu gutxiagorekin (27 gutxiagotik 1 gutxiagora). Efektuaren zenbatesleak ez zituen kontuan hartu esku-hartzearen aldeko balioak, nahiz eta konfidantza-tartearen mugarik txikiena 1080 kasukoa izan.

Aditu klinikoek uste zuten efektuen balantzeak lagundu egiten zuela esku-hartzea. Iktus eta hemorragia berriaren amaieran, efektuaren zenbateslea apixabanen alde egon zen, eta ICk esku-hartzearen aldeko balioak sartu zituen. Edozein arrazoirengatiko heriotza-aldagaian, efektuaren zenbateslea apixabanen alde egon zen, nahiz eta balioak ez ziren erabakigarriak izan esku-hartzearen alde edo kontra.",,,,,
sns1064_01006,SNS1064,train,prevencion_secundaria_ictus.txt,"Erabili al daiteke LHFren itxiera eta plaketen kontrakoa vs. koagulazioaren aurkakoa, iktusa prebenitzeko bigarren mailako prebentziorako, LHF duten paziente helduetan?",b) Zein da espero diren ondorioen magnitudea?,Aldakorra da.,"Aditu gehienek efektua aldakorra zela uste zuten, batzuek magnitudea “txikia” zela eta beste batzuek “neurrizkoa” zela identifikatzea erabaki zuten, eta horrek eragin desiragarrien “magnitude aldakorra” identifikatzea bultzatuko zuen. Abiapuntu gisa, Mir et al.-k 201858an egindako metaanalisia aztertu zen. Dokumentu horretan, POPa ixteko ausazko pazienteengandik lortutako emaitzak eta plakearen aurkako tratamendua (n  173) edo antikoagulazioaren aurkako tratamendua (n  180 180) hartu zituzten.

GEGk gomendio guztien garapenean bereziki garrantzitsuak diren 2 irizpide hartu zituen kontuan, konfiantza-tarteak balio nulua ez sartzea (lortutako emaitzetan konfiantza areagotuz) eta gomendioa egiteko aldagai garrantzitsuenak iktus berri bat agertzea eta hemorragia larriak agertzea izan zirela. Oro har, adituak bat etorri ziren FOP itxiera ahulago bat gomendatzean, antikoagulatzaileen bidez tratatu beharrean (horrela, lortutako emaitzetan konfiantza handiagoa izatea lortu zen), eta, ondorioz, aditu batek uste izan zuen iktusa edo odoljario iragazkorra ixtea ere aholkatu zitekeela.",,,,,
sns1064_01008,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, 15-20 mg/24 dosietan erabil daiteke rivaroxabana?",j) Zein izango litzateke ekitatearen eragina osasunean?,Seguruenik ez du eraginik.,"Ez da aurkitu iktusaren prebentzio sekundarioa eta balbularik gabeko fibrilazio aurikularra rivaroxaban bidez warfarinaren aurrean adierazita duten paziente helduen tratamenduaren ekitatearen gaineko inpaktua aztertzeko azterlanik. GEGren iritziz, bi alternatiba farmakologikoak izateak ez luke inolako eraginik izango ekitatean. GEGk ez zuen alderdi horri buruzko gogoeta espezifikorik egin. Kide batek gogoeta bat egin zuen iktusen bigarren mailako prebentzioa eta balbularik gabeko fibrilazio aurikularra adieraziz. Ikerketa-galderari erantzuteko hautatutako azterketek, nagusiki, gizonezko pazienteak barne hartu zituzten.",,,,,
sns1064_01009,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, egunean bi aldiz erabil daiteke dabigatran 150 mg?",g) Zein da eskatutako baliabideen magnitudea (kostuak)?,Kostu moderatuak.,"GEGk lehen konparazioan (apixaban vs. warfarina) eskatutako baliabideen (kostuak) ataleko prezioen taula erabili zuen. GEGri prezioen kontsulta bat egin zitzaion Osasun, Kontsumo eta Gizarte Ongizateko Ministerioaren 2018ko urriko fakturazio-nomenklatorean, botiken kostuaren ideia orokorra emateko alderatu beharreko alternatibena. 2020ko ekainean, prezioak mantendu ziren fakturazio-nomenklatoreari egindako beste kontsulta baten bidez egiaztatu zen. Kontsulta hori material metodologikoan jasota dago.",,,,,
sns1064_01010,SNS1064,train,prevencion_secundaria_ictus.txt,Ahozko antikoagulatzaile zuzenak vs. K bitamina inhibitzen duten ahozko antikoagulatzaileak erabil daitezke estenosi mitrala duten 18 urtetik gorako pazienteetan iktusa prebenitzeko?,h) Zein da eskatutako baliabideei buruzko ebidentziaren inguruko ziurtasuna?,Ez dago azterketarik barne.,"Ez zen aurkitu estenosi mitrala duten paziente helduetan ahozko antikoagulatzaile zuzenen 124 PRAKTIKA KLINIKOKO GIDA tratatzeko behar diren eraginkortasuna, segurtasuna edo baliabideak konparatzen dituen azterlanik. Beraz, ez zen aztertu eskatutako gogorarazpenei buruzko ebidentziaren ziurtasuna. Ez zen horri buruzko oharrik egin.",,,,,
sns1064_01011,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, 15-20 mg/24 dosietan erabil daiteke rivaroxabana?","f) Espero diren ondorio desiragarrien eta nahi ez direnen arteko balantzea,","Ez du laguntzen ez esku-hartzean, ez konparazioan.","Iktus berriaren amaieran, ez zen mesederik egin ez konparazioari (warfarina) ez esku-hartzeari (rivaroxaban). Balio absolutuaren zenbateslea ribaroxaban bidezko tratamenduaren alde egon zen, nahiz eta konfiantza-tarteak aldeko eta kontrako balioak barne hartu zituen (balio nuluak barne), kasu bat gutxiago ikusi zen 1000 pazienteren artean (% 95eko EKIA ken PRAKTIKA KLINIKOKOKO GIDA (RIBAROXABAN). Paziente horien % 48k ez zuen balio larria izan; beraz, 109 pazientek baino gehiagok hartu zuten balioa. Eraginkortasun-azterketek 69 gertaera hemorragiko larri izan zituzten 2180 pazientetan, eta rivaroxaban eman zitzaien, % 3,39ko hemorragia-arriskuarekin. Ez zen antzeko azterketarik identifikatu warfarinarekin konparatzeko. Edozein arrazoirengatiko heriotza-tasaren amaieran, ez da ezagutzen efektuaren zenbatesle puntualaren balioa; balioak ez ziren erabakigarriak izan esku-hartzearen alde edo aurka, konfiantza-tartea balio nulua baitzegoen. Erabaki klinikoa har zitekeen esku-hartze edo konparagailuaren alde. 3 behaketa-azterketetan, 115 heriotza detektatu ziren guztira, eta, guztira, 1380 paziente hil ziren. Kausa baskularraren heriotza-tasaren aldagaian edo amaieran, % 95eko probabilitatea izan zen rivaroxabanaren eta warfarinaren arteko diferentziaren benetako balioa tratatutako 1000 pazientetik 10 heriotza saihestea eta baliorik txarrena 10 hildakori gehi 48 ekiditea izango litzatekeen tarte baten barruan egotea. Iktusaren ondoriozko heriotza-tasan % 95ek probabilitate handiagoa izan zuen erribaroxabanoaren eta warfarina-ren arteko aldearen egiazko balioa hauteman zitekeelako: 10,00 gaixotik 3 heriotzara bitarteko balioa saihestuko lukete, eta baliorik okerrena, berriz, 2 gaixotik gora aztertuko lirateke. 2016an, 36 ekitaldi / 209 paziente izan ziren), eta 129 ekitaldi hemorragiko arin aurkeztu zituzten 1804 pazientetan, % 7,1eko odoljario arina izateko arriskuarekin. Ez zen aurkitu zeharkako konparazioa egitea ahalbidetuko zuten antzeko ikerketarik warfarinarekin tratatutako pazienteetan. 82 PRAKTIKA KLINIKOKO GIDA SNSAN

GEGren iritziz, oro har, rivaroxaban bidezko tratamenduak warfarina bidezko tratamenduarekin lortutakoen antzeko efektuak izan zituen EtD markoetan eta profiletan edo tauletan analisiak egiteko barne hartutako aldagaietan iktusen bigarren mailako prebentzioan. GEGeko kide gehienek agerian utzi zuten ebidentzia lehen mailako prebentzioan zeuden pazienteetan zegoela, eta askoz ere urriagoa zen iktunaren bidezko tratamenduan lortutakoa. Bigarren mailako prebentzioan, hain zuzen ere, kontuan hartu zuten oso efektu gutxi zeudela, ez baitzuten inondik inora larritzat jo. warfarina, biak erabil litezke, iktusen prebentzio sekundarioan antzeko efektuak izatean (EtD markoetan eta profil edo tauletan analisirako sartutako aldagaiak kontuan hartuz), nahiz eta odoljario-aurrekariak dituzten pazienteetan modu ahulean gomenda daitekeen rivaroxaban bidezko tratamendua.",,,,,
sns1064_01012,SNS1064,train,prevencion_secundaria_ictus.txt,Erabili al daitezke ahozko antikoagulatzaileak vs. antiagregatzaileak balbula mitralaren prolapsoa duten paziente helduen iktusaren prebentzio sekundariorako?,d) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Ez dago azterketarik barne.,"Oro har, GEGk uste zuen ez zekiela ziurtasunik, ez baitzuten aurkitu iktusa ebaluatzeko azterketarik. Oro har, bihotz-balbulei eragiten dieten gaixotasunak gertaera tronboenbolikoen arrisku-faktore bat dira, eta aldakorra da kaltetutako balbula, patologia definitua eta pazientearen faktore indibidualen arabera. Zehatzago esanda, ornosi mitrala duten pazienteek iktuala izateko arrisku handia dute, eta areagotu egiten da aurreko episodio bat dagoenean. Justifikazioa Jarraian, gomendioetako baten justifikazio laburra ageri da, eta GEGren iritziak nabarmendu dira, azken gomendioa eragin zuten irizpide gakoei dagokienez. GEGk uste zuen zalantza zegoela planteatutako galderan esku hartzeak dituen onurei buruzko ebidentziarik ez zegoelako. Ondorio desiragarrien eta nahi ez zirenen tamaina ez zelako ezagutzen GEGrentzat, proposatutako konparazioa aztertuko zuen azterketarik ez baitzegoen. GKEak ados egon zen gomendioan estenosi mitral arina ez sartzearekin, paziente horiek ACOD31,44,67,68ren eraginkortasuna aztertu zuten ECAn sartu baitziren. Pazienteen amaierak baloratzea (balioak eta lehentasunak) GEGko kideek ez zioten gai horri erantzun edo ez zekitela adierazi zuten pazienteek tratamendua onartuko ote zuten konparadorearen aurrean esku-hartzearekin. III.",,,,,
sns1064_01013,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, 15-20 mg/24 dosietan erabil daiteke rivaroxabana?",d) Zein da ziurtasun globala efektuei buruzko ebidentzian?,Baja ematen du.,"Ebidentziaren ziurtasun orokorra txikia izan zen, maila horretan aztertutako amaiera kritiko gehienak baitzeuden (edozein arrazoirengatiko heriotza-tasa, kausa baskularraren heriotza-tasa, iktus berriagatiko heriotza-tasa, hemorragia larria, miokardio-infartua eta enbolismo sistemikoa). GEGen iritziz, lortutako emaitzen ziurtasun edo konfiantza txikia edo oso txikia zen, mugak zeudelako, larriak edo oso larriak izan baitziren; izan ere, larriak edo oso larriak izan zitezkeen, eta ez zehaztekeen azterketak egin.",,,,,
sns1064_01014,SNS1064,train,prevencion_secundaria_ictus.txt,Ahozko antikoagulatzaile zuzenak vs. K bitamina inhibitzen duten ahozko antikoagulatzaileak erabil daitezke estenosi mitrala duten 18 urtetik gorako pazienteetan iktusa prebenitzeko?,e) Ba al dago ziurgabetasun edo aldakortasun handirik nolakoak diren jakiteko?,Ziurgabetasuna edo aldakortasuna ziurrenik ez dira garrantzitsuak.,"Emaitzen heterogeneotasunak ziurgabetasun nabarmena uzten zuen pazienteen batez besteko balioen gainean. Aurkitutako azterketetan, iktusa prebenitzeko lehentasuna ikusi zen beste aldagai batzuen aldean, odoljario-arriskua onartuz eta iktus desgaitzailea heriotza baino ondorio okerragotzat hartuz. Antikoagulatzailetzat hartu ziren beste faktore batzuk hauek izan ziren: janariarekin edo botikekin interakziorik ez izatea, antidoto bat eskura izatea eta iktusa emateko erraztasuna.",,,,,
sns1064_01015,SNS1064,train,prevencion_secundaria_ictus.txt,Erabili al daitezke ahozko antikoagulatzaileak vs. antiagregatzaileak balbula mitralaren prolapsoa duten paziente helduen iktusaren prebentzio sekundariorako?,b) Zein da espero diren ondorioen magnitudea?,Ezezaguna da.,"Ez zen aurkitu balbula mitralaren prolapsoa duten pazienteetan iktusen prebentzio sekundariorako tratamendu antitronbotikoen eraginkortasuna eta segurtasuna (ahoko antiagulatzaileak vs. antiagregatzaile plaketarioak) konparatzeko azterlanik, eta, beraz, ezin izan zen identifikatu espero ziren efektuen tamaina.",,,,,
sns1064_01016,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, 15-20 mg/24 dosietan erabil daiteke rivaroxabana?",b) Zein da espero diren ondorioen magnitudea?,Txikia da.,"Ondorio desiragarritzat jo zen aldagai kritiko guztien (hilkortasuna, iktus berria, hemorragiak...) efektu-magnitudea murriztea, nahiz eta azkenean enbolismo eta hemorragia larriak nahi ez ziren ondorio gisa agertzea erabaki zen, izan ere, literaturan halakotzat gehien identifikatuta zeudenak ziren, eta sailkapen hori erabat arbitrarioa zen. Arrazoi hori dela-eta, efektu ezegonkorren magnitudea deritzanean sartu ziren. Iktus berriaren aldagaiari dagokionez, % 1,4k ikusi zituzten antzeko emaitzak, bai balio erlatiboetan, bai balio absolutuetan. Emaitza erlatiboaren balio erlatiboaren balioa (% 95etik 1,21era). Efektu erlatiboaren indize-tartea, berriz, %25ekoa izan zen.

GEGren iritziz, desiragarriak ziren efektuek (iktus berri baten agerpena murriztea, edozein arrazoirengatiko heriotza-tasa, arrazoi baskularren ondoriozko heriotza-tasa, iktusaren ondoriozko heriotza-tasa) eta nahi ez zirenek (hemorragia larria) ez zuten alde nabarmenik erakutsi bi tratamenduen artean, eta irabazi/arrisku balantzeak ez zuen hobetu warfarina bidezko tratamendua; beraz, ez zuen esku-hartzea erraztuko. Kide batzuek uste zuten erabaki kliniko bat har zitekeela esku-hartzearen edo konparatzailearen alde, baldin eta kontuan hartzen bazen konfiantza-tartearen goiko edo beheko muga, eta, ondorioz, erribaxabana erabiltzea gomenda zitekeela, aldez aurretiko balorazio klinikoa egin eta onuraren bat hartu gabe, edo warfaroaren arriskuren bat ezarriz.",,,,,
sns1064_01017,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, egunean 2 aldiz erabil daiteke dabigatran 110 mg?",e) Ba al dago ziurgabetasun edo aldakortasun handirik nolakoak diren jakiteko?,Ziurgabetasuna edo aldakortasuna ziurrenik ez dira garrantzitsuak.,"Emaitzen heterogeneotasunak zalantza nabarmena uzten zuen pazienteen batez besteko balioen gainean. Aurkitutako azterketetan, iktusa prebenitzeko lehentasuna ikusi zen beste aldagai batzuen aldean, odoljario-arriskua onartuz eta iktus desgaitzailea heriotza baino ondorio txarragotzat hartuz. Antikoagulatzailetzat hartu ziren beste faktore batzuk hauek izan ziren: janariarekin edo farmakoekin interakziorik ez izatea, antidoto bat eskura izatea eta iktusa emateko erraztasuna.",,,,,
sns1064_01018,SNS1064,train,prevencion_secundaria_ictus.txt,"Iktusaren prebentzio sekundarioan fibrilazio aurikularra duten pazienteetan, 60 mg erabil daiteke egunean behin?",i) Esku-hartzearen kostu-eraginkortasunak esku-hartzearen edo esku-hartzearen alde egiten al du?,Aldakorra da.,"Ebaluazio ekonomikoko azterketa bakarra da, eta ez du zuzenean warfarinarekin alderatzen, baizik eta apixabanarekin alderatzen duen informazio konparatiboa ematen du.",,,,,
